t,ear,ear_ratio,blink_blend,state,score,level,perclos,yawns,yaw_dev,pitch_dev,distracted,microsleep,blink_rate,ground_truth
5.79,0.3111,1.0212,0.156,OLHOS ABERTOS,1.1,0,0.1111,0,-1.3,-0.3,0,0,1.0,0
5.886,0.3176,1.0426,0.15,OLHOS ABERTOS,0.0,0,0.1071,0,-1.3,-0.1,0,0,1.0,0
5.997,0.3202,1.0509,0.1507,OLHOS ABERTOS,0.0,0,0.1034,0,-1.2,-0.1,0,0,1.0,0
6.092,0.3235,1.0617,0.147,OLHOS ABERTOS,0.0,0,0.1,0,-1.3,-0.1,0,0,1.0,0
6.188,0.314,1.0306,0.1554,OLHOS ABERTOS,0.0,0,0.0968,0,-1.3,-0.1,0,0,1.0,0
6.285,0.3195,1.0488,0.1459,OLHOS ABERTOS,0.0,0,0.0938,0,-1.3,-0.6,0,0,1.0,0
6.396,0.3251,1.067,0.1356,OLHOS ABERTOS,0.0,0,0.0909,0,-1.3,-0.6,0,0,1.0,0
6.492,0.3258,1.0694,0.1331,OLHOS ABERTOS,0.0,0,0.0882,0,-1.3,-0.6,0,0,1.0,0
6.588,0.3238,1.0629,0.1341,OLHOS ABERTOS,0.0,0,0.0857,0,-1.2,-0.5,0,0,1.0,0
6.683,0.3241,1.0639,0.1285,OLHOS ABERTOS,0.0,0,0.0833,0,-1.2,-0.4,0,0,1.0,0
6.796,0.3223,1.0578,0.1293,OLHOS ABERTOS,0.0,0,0.0811,0,-1.3,-0.7,0,0,1.0,0
6.891,0.3215,1.0552,0.1297,OLHOS ABERTOS,0.0,0,0.0789,0,-1.4,-0.8,0,0,1.0,0
6.987,0.3197,1.0494,0.1316,OLHOS ABERTOS,0.0,0,0.0769,0,-1.4,-0.7,0,0,1.0,0
7.088,0.3178,1.0433,0.1324,OLHOS ABERTOS,0.0,0,0.075,0,-1.3,-0.8,0,0,1.0,0
7.195,0.3162,1.038,0.1395,OLHOS ABERTOS,0.0,0,0.0732,0,-1.4,-0.6,0,0,1.0,0
7.291,0.3149,1.0336,0.1394,OLHOS ABERTOS,0.0,0,0.0714,0,-1.3,-0.6,0,0,1.0,0
7.387,0.3153,1.0349,0.1402,OLHOS ABERTOS,0.0,0,0.0698,0,-1.3,-0.6,0,0,1.0,0
7.484,0.315,1.034,0.14,OLHOS ABERTOS,0.0,0,0.0682,0,-1.3,-0.6,0,0,1.0,0
7.601,0.279,0.9157,0.1812,OLHOS ABERTOS,0.0,0,0.0667,0,-1.5,-0.8,0,0,1.0,0
7.692,0.2721,0.8932,0.1894,OLHOS ABERTOS,0.0,0,0.0652,0,-1.5,-1.0,0,0,1.0,0
7.789,0.2751,0.9029,0.1837,OLHOS ABERTOS,0.0,0,0.0638,0,-1.5,-1.0,0,0,1.0,0
7.884,0.2762,0.9066,0.185,OLHOS ABERTOS,0.0,0,0.0625,0,-1.4,-1.1,0,0,1.0,0
7.996,0.2752,0.9031,0.1842,OLHOS ABERTOS,0.0,0,0.0612,0,-1.5,-1.1,0,0,1.0,0
8.092,0.2739,0.8992,0.1873,OLHOS ABERTOS,0.0,0,0.06,0,-1.4,-1.1,0,0,1.0,0
8.188,0.2728,0.8954,0.1883,OLHOS ABERTOS,0.0,0,0.0588,0,-1.5,-1.1,0,0,1.0,0
8.285,0.2713,0.8906,0.1886,OLHOS ABERTOS,0.0,0,0.0577,0,-1.5,-1.1,0,0,1.0,0
8.396,0.2725,0.8944,0.1912,OLHOS ABERTOS,0.0,0,0.0566,0,-1.5,-1.2,0,0,1.0,0
8.492,0.2745,0.9009,0.1908,OLHOS ABERTOS,0.0,0,0.0556,0,-1.5,-1.1,0,0,1.0,0
8.59,0.271,0.8894,0.1921,OLHOS ABERTOS,0.0,0,0.0545,0,-1.6,-0.9,0,0,1.0,0
8.688,0.2718,0.892,0.1928,OLHOS ABERTOS,0.0,0,0.0536,0,-1.8,-1.1,0,0,1.0,0
8.796,0.2714,0.8908,0.1936,OLHOS ABERTOS,0.0,0,0.0526,0,-1.6,-1.0,0,0,1.0,0
8.891,0.2724,0.8942,0.1931,OLHOS ABERTOS,0.0,0,0.0517,0,-1.6,-1.0,0,0,1.0,0
8.987,0.2753,0.9037,0.1922,OLHOS ABERTOS,0.0,0,0.0508,0,-1.6,-1.0,0,0,1.0,0
9.085,0.2742,0.9,0.1939,OLHOS ABERTOS,0.0,0,0.05,0,-1.6,-1.1,0,0,1.0,0
9.205,0.2748,0.902,0.1951,OLHOS ABERTOS,0.0,0,0.0492,0,-1.7,-1.1,0,0,1.0,0
9.3,0.2743,0.9003,0.1921,OLHOS ABERTOS,0.0,0,0.0484,0,-1.6,-1.1,0,0,1.0,0
9.392,0.2742,0.9002,0.1895,OLHOS ABERTOS,0.0,0,0.0476,0,-1.7,-1.0,0,0,1.0,0
9.483,0.2736,0.8982,0.1905,OLHOS ABERTOS,0.0,0,0.0469,0,-1.6,-1.0,0,0,1.0,0
9.596,0.2705,0.8879,0.1957,OLHOS ABERTOS,0.0,0,0.0462,0,-1.6,-1.0,0,0,1.0,0
9.692,0.2699,0.8857,0.1989,OLHOS ABERTOS,0.0,0,0.0455,0,-1.5,-1.2,0,0,1.0,0
9.787,0.2703,0.8874,0.1975,OLHOS ABERTOS,0.0,0,0.0448,0,-1.5,-1.2,0,0,1.0,0
9.884,0.081,0.2658,0.6966,OLHOS FECHADOS,4.36,0,0.0588,0,-1.9,-1.0,0,0,1.0,0
10.009,0.0703,0.2306,0.5933,OLHOS FECHADOS,9.99,0,0.0725,0,-1.6,-0.2,0,0,1.0,0
10.091,0.1026,0.3369,0.5938,OLHOS FECHADOS,13.67,0,0.0857,0,-1.6,0.0,0,0,1.0,0
10.188,0.1303,0.4276,0.4823,OLHOS FECHADOS,18.02,0,0.0986,0,-1.5,-0.3,0,0,1.0,0
10.284,0.1569,0.515,0.4081,OLHOS FECHADOS,22.35,0,0.1111,0,-1.6,-0.7,0,0,1.0,0
10.395,0.1807,0.5931,0.3556,SEMICERRADO,24.36,0,0.1233,0,-1.7,-0.8,0,0,1.0,0
10.491,0.189,0.6202,0.3332,SEMICERRADO,26.08,0,0.1351,0,-1.7,-0.9,0,0,1.0,0
10.586,0.1935,0.6353,0.3275,SEMICERRADO,27.79,0,0.1467,0,-1.7,-1.1,0,0,1.0,0
10.684,0.205,0.6729,0.3121,SEMICERRADO,29.56,0,0.1579,0,-1.6,-1.3,0,0,1.0,0
10.797,0.2207,0.7244,0.2869,SEMICERRADO,31.59,1,0.1688,0,-1.6,-1.4,0,0,1.0,0
10.891,0.2233,0.7328,0.2822,SEMICERRADO,33.28,1,0.1795,0,-1.6,-1.4,0,0,1.0,0
10.988,0.2268,0.7444,0.2701,SEMICERRADO,35.02,1,0.1899,0,-1.5,-1.5,0,0,1.0,0
11.084,0.2315,0.76,0.2641,SEMICERRADO,36.75,1,0.2,0,-1.5,-1.5,0,0,1.0,0
11.194,0.2342,0.7688,0.2616,SEMICERRADO,38.74,1,0.2099,0,-1.6,-1.4,0,0,1.0,0
11.292,0.2337,0.7671,0.2605,SEMICERRADO,40.5,1,0.2195,0,-1.6,-1.3,0,0,1.0,0
11.388,0.2398,0.787,0.2455,OLHOS ABERTOS,38.12,1,0.2169,0,-1.6,-1.3,0,0,1.0,0
11.486,0.2434,0.7988,0.2434,OLHOS ABERTOS,35.66,1,0.2143,0,-1.6,-1.2,0,0,1.0,0
11.603,0.2431,0.7981,0.2447,OLHOS ABERTOS,32.75,1,0.2118,0,-1.6,-1.2,0,0,1.0,0
11.691,0.2384,0.7826,0.2566,OLHOS ABERTOS,30.55,1,0.2093,0,-1.7,-1.5,0,0,1.0,0
11.787,0.236,0.7746,0.2574,SEMICERRADO,32.29,1,0.2184,0,-1.8,-1.4,0,0,1.0,0
11.887,0.2372,0.7785,0.2565,SEMICERRADO,34.07,1,0.2273,0,-1.8,-1.4,0,0,1.0,0
11.995,0.2374,0.7791,0.2596,SEMICERRADO,36.03,1,0.236,0,-1.8,-1.1,0,0,1.0,0
12.091,0.2422,0.7951,0.2436,OLHOS ABERTOS,33.65,1,0.2333,0,-1.8,-1.1,0,0,2.0,0
12.187,0.2427,0.7968,0.2436,OLHOS ABERTOS,31.24,1,0.2308,0,-1.8,-1.1,0,0,2.0,0
12.283,0.2432,0.7984,0.2414,OLHOS ABERTOS,28.84,0,0.2283,0,-1.9,-1.1,0,0,2.0,0
12.396,0.2439,0.8004,0.2419,OLHOS ABERTOS,26.01,0,0.2258,0,-2.0,-1.2,0,0,2.0,0
12.491,0.2444,0.8021,0.2413,OLHOS ABERTOS,23.63,0,0.2234,0,-1.9,-1.2,0,0,2.0,0
12.588,0.2835,0.9307,0.2036,OLHOS ABERTOS,21.2,0,0.2211,0,-2.1,-1.0,0,0,2.0,0
12.684,0.3177,1.0427,0.1565,OLHOS ABERTOS,18.82,0,0.2188,0,-2.1,-0.7,0,0,2.0,0
12.796,0.3322,1.0903,0.1373,OLHOS ABERTOS,16.02,0,0.2165,0,-2.0,-0.5,0,0,2.0,0
12.902,0.3316,1.0885,0.1397,OLHOS ABERTOS,13.37,0,0.2143,0,-2.1,-0.4,0,0,2.0,0
13.001,0.3369,1.1059,0.1316,OLHOS ABERTOS,10.89,0,0.2121,0,-2.1,-0.4,0,0,2.0,0
13.085,0.3396,1.1148,0.1287,OLHOS ABERTOS,8.8,0,0.21,0,-2.1,-0.4,0,0,2.0,0
13.196,0.3394,1.1139,0.1299,OLHOS ABERTOS,6.02,0,0.2079,0,-2.1,-0.4,0,0,2.0,0
13.291,0.3414,1.1206,0.1288,OLHOS ABERTOS,3.64,0,0.2059,0,-2.1,-0.4,0,0,2.0,0
13.387,0.3422,1.1232,0.1255,OLHOS ABERTOS,1.24,0,0.2039,0,-2.1,-0.4,0,0,2.0,0
13.484,0.3422,1.1231,0.1266,OLHOS ABERTOS,0.0,0,0.2019,0,-2.0,-0.4,0,0,2.0,0
13.596,0.3063,1.0053,0.1533,OLHOS ABERTOS,0.0,0,0.2,0,-2.2,-0.7,0,0,2.0,0
13.692,0.2975,0.9764,0.1632,OLHOS ABERTOS,0.0,0,0.1981,0,-2.1,-1.1,0,0,2.0,0
13.791,0.274,0.8992,0.1962,OLHOS ABERTOS,0.0,0,0.1963,0,-2.2,-1.5,0,0,2.0,0
13.886,0.2661,0.8735,0.211,OLHOS ABERTOS,0.0,0,0.1944,0,-2.2,-1.5,0,0,2.0,0
13.996,0.2657,0.872,0.2124,OLHOS ABERTOS,0.0,0,0.1927,0,-2.1,-1.5,0,0,2.0,0
14.092,0.2633,0.8643,0.2142,OLHOS ABERTOS,0.0,0,0.1909,0,-2.2,-1.6,0,0,2.0,0
14.187,0.261,0.8565,0.2204,OLHOS ABERTOS,0.0,0,0.1892,0,-2.2,-1.7,0,0,2.0,0
14.284,0.2626,0.862,0.218,OLHOS ABERTOS,0.0,0,0.1875,0,-2.2,-1.6,0,0,2.0,0
14.408,0.2648,0.8692,0.2167,OLHOS ABERTOS,0.0,0,0.1858,0,-2.1,-1.5,0,0,2.0,0
14.492,0.2644,0.8678,0.2106,OLHOS ABERTOS,0.0,0,0.1842,0,-2.1,-1.5,0,0,2.0,0
14.601,0.2636,0.8651,0.2114,OLHOS ABERTOS,0.0,0,0.1826,0,-2.2,-1.6,0,0,2.0,0
14.684,0.2641,0.8668,0.2108,OLHOS ABERTOS,0.0,0,0.181,0,-2.1,-1.5,0,0,2.0,0
14.796,0.2654,0.871,0.2104,OLHOS ABERTOS,0.0,0,0.1795,0,-2.0,-1.5,0,0,2.0,0
14.891,0.0861,0.2825,0.6971,OLHOS FECHADOS,4.28,0,0.1864,0,-2.3,-1.4,0,0,2.0,0
14.987,0.0725,0.238,0.6612,OLHOS FECHADOS,8.6,0,0.1933,0,-2.1,-0.3,0,0,2.0,0
15.083,0.1284,0.4214,0.5526,OLHOS FECHADOS,12.95,0,0.2,0,-2.2,-0.4,0,0,2.0,0
15.196,0.2228,0.7315,0.2907,SEMICERRADO,14.97,0,0.2066,0,-2.1,-0.5,0,0,2.0,0
15.291,0.2626,0.8619,0.2139,OLHOS ABERTOS,12.58,0,0.2049,0,-2.1,-0.5,0,0,2.0,0
15.387,0.2819,0.9254,0.188,OLHOS ABERTOS,10.17,0,0.2033,0,-2.1,-0.7,0,0,2.0,0
15.485,0.2917,0.9575,0.1771,OLHOS ABERTOS,7.73,0,0.2016,0,-2.1,-0.6,0,0,2.0,0
15.596,0.2973,0.9759,0.185,OLHOS ABERTOS,4.96,0,0.2,0,-2.1,-0.3,0,0,2.0,0
15.693,0.3158,1.0366,0.1603,OLHOS ABERTOS,2.54,0,0.1984,0,-2.1,-0.4,0,0,2.0,0
15.788,0.3232,1.0609,0.1456,OLHOS ABERTOS,0.16,0,0.1969,0,-2.0,-0.3,0,0,2.0,0
15.884,0.3261,1.0703,0.1417,OLHOS ABERTOS,0.0,0,0.1953,0,-2.0,-0.3,0,0,2.0,0
15.995,0.33,1.0832,0.1349,OLHOS ABERTOS,0.0,0,0.1938,0,-2.2,-0.4,0,0,2.0,0
16.091,0.3195,1.0488,0.1377,OLHOS ABERTOS,0.0,0,0.1923,0,-2.3,-0.6,0,0,2.0,0
16.188,0.3134,1.0288,0.1427,OLHOS ABERTOS,0.0,0,0.1908,0,-2.3,-0.8,0,0,2.0,0
16.285,0.3164,1.0387,0.1413,OLHOS ABERTOS,0.0,0,0.1894,0,-2.2,-1.0,0,0,2.0,0
16.397,0.3059,1.0041,0.1473,OLHOS ABERTOS,0.0,0,0.188,0,-2.1,-1.1,0,0,2.0,0
16.493,0.2763,0.9071,0.1826,OLHOS ABERTOS,0.0,0,0.1866,0,-2.2,-1.3,0,0,2.0,0
16.59,0.2763,0.9069,0.1892,OLHOS ABERTOS,0.0,0,0.1852,0,-2.1,-1.4,0,0,2.0,0
16.683,0.2733,0.8971,0.1911,OLHOS ABERTOS,0.0,0,0.1838,0,-2.1,-1.7,0,0,2.0,0
16.795,0.2755,0.9042,0.1947,OLHOS ABERTOS,0.0,0,0.1825,0,-2.1,-1.5,0,0,2.0,0
16.892,0.2738,0.8986,0.1962,OLHOS ABERTOS,0.0,0,0.1812,0,-2.1,-1.4,0,0,2.0,0
16.988,0.2717,0.8918,0.1999,OLHOS ABERTOS,0.0,0,0.1799,0,-2.1,-1.3,0,0,2.0,0
17.085,0.2676,0.8782,0.204,OLHOS ABERTOS,0.0,0,0.1786,0,-2.1,-1.3,0,0,2.0,0
17.195,0.2664,0.8744,0.2028,OLHOS ABERTOS,0.0,0,0.1773,0,-2.1,-1.3,0,0,2.0,0
17.292,0.2658,0.8724,0.2078,OLHOS ABERTOS,0.0,0,0.1761,0,-2.1,-1.6,0,0,2.0,0
17.388,0.0763,0.2504,0.7211,OLHOS FECHADOS,4.32,0,0.1818,0,-2.4,-1.4,0,0,2.0,0
17.483,0.0779,0.2557,0.6358,OLHOS FECHADOS,8.62,0,0.1875,0,-2.1,-0.4,0,0,2.0,0
17.595,0.1124,0.3691,0.6105,OLHOS FECHADOS,13.65,0,0.1931,0,-1.8,-0.0,0,0,2.0,0
17.692,0.1437,0.4717,0.5145,OLHOS FECHADOS,18.01,0,0.1986,0,-1.7,0.0,0,0,2.0,0
17.788,0.0742,0.2436,0.693,OLHOS FECHADOS,22.35,0,0.2041,0,-1.8,-0.3,0,0,2.0,0
17.886,0.0728,0.2389,0.7043,OLHOS FECHADOS,26.74,0,0.2095,0,-2.0,0.1,0,0,2.0,0
17.996,0.0794,0.2605,0.6796,OLHOS FECHADOS,31.69,1,0.2148,0,-1.9,0.3,0,0,2.0,0
18.092,0.0563,0.1847,0.7134,OLHOS FECHADOS,36.01,1,0.22,0,-2.0,-0.1,0,0,2.0,0
18.189,0.0843,0.2768,0.632,OLHOS FECHADOS,40.36,1,0.2252,0,-2.0,-0.2,0,0,2.0,0
18.284,0.1574,0.5166,0.4591,OLHOS FECHADOS,44.67,1,0.2303,0,-2.0,-0.1,0,0,2.0,0
18.396,0.1953,0.641,0.3405,SEMICERRADO,46.67,1,0.2353,0,-1.9,-0.3,0,0,2.0,0
18.493,0.2839,0.9319,0.191,OLHOS ABERTOS,44.24,1,0.2338,0,-2.0,-0.2,0,0,2.0,0
18.587,0.3056,1.0032,0.1647,OLHOS ABERTOS,41.9,1,0.2323,0,-1.9,-0.2,0,0,2.0,0
18.687,0.327,1.0734,0.1434,OLHOS ABERTOS,39.39,1,0.2308,0,-2.0,-0.1,0,0,2.0,0
18.796,0.3404,1.1174,0.1295,OLHOS ABERTOS,36.66,1,0.2293,0,-2.0,-0.1,0,0,2.0,0
18.899,0.3526,1.1574,0.1182,OLHOS ABERTOS,34.08,1,0.2278,0,-2.0,0.2,0,0,2.0,0
18.988,0.3511,1.1525,0.1173,OLHOS ABERTOS,31.88,1,0.2264,0,-2.1,0.1,0,0,2.0,0
19.085,0.3533,1.1595,0.1145,OLHOS ABERTOS,29.43,0,0.225,0,-2.1,0.2,0,0,2.0,0
19.197,0.3543,1.1631,0.1151,OLHOS ABERTOS,26.65,0,0.2236,0,-2.1,0.2,0,0,2.0,0
19.292,0.3546,1.1638,0.1135,OLHOS ABERTOS,24.26,0,0.2222,0,-2.1,0.2,0,0,2.0,0
19.388,0.3526,1.1572,0.116,OLHOS ABERTOS,21.86,0,0.2209,0,-2.1,0.2,0,0,2.0,0
19.485,0.3526,1.1573,0.1149,OLHOS ABERTOS,19.44,0,0.2195,0,-2.2,0.2,0,0,2.0,0
19.609,0.3512,1.1529,0.1155,OLHOS ABERTOS,16.34,0,0.2182,0,-2.1,0.2,0,0,2.0,0
19.691,0.352,1.1553,0.1152,OLHOS ABERTOS,14.29,0,0.2169,0,-2.2,0.2,0,0,2.0,0
19.788,0.3512,1.1529,0.1133,OLHOS ABERTOS,11.87,0,0.2156,0,-2.1,0.2,0,0,2.0,0
19.885,0.3492,1.1462,0.1147,OLHOS ABERTOS,9.44,0,0.2143,0,-2.2,0.2,0,0,2.0,0
19.996,0.3488,1.1447,0.1144,OLHOS ABERTOS,6.66,0,0.213,0,-2.1,0.2,0,0,2.0,0
20.092,0.3504,1.1502,0.1139,OLHOS ABERTOS,4.28,0,0.2118,0,-2.1,0.1,0,0,2.0,0
20.187,0.3503,1.15,0.1131,OLHOS ABERTOS,1.89,0,0.2105,0,-2.2,0.2,0,0,2.0,0
20.283,0.3494,1.1469,0.1143,OLHOS ABERTOS,0.0,0,0.2093,0,-2.1,0.2,0,0,2.0,0
20.396,0.3475,1.1407,0.1171,OLHOS ABERTOS,0.0,0,0.2081,0,-2.2,0.1,0,0,2.0,0
20.492,0.3459,1.1355,0.1198,OLHOS ABERTOS,0.0,0,0.2069,0,-2.2,0.2,0,0,2.0,0
20.588,0.3455,1.1339,0.1181,OLHOS ABERTOS,0.0,0,0.2057,0,-2.2,0.2,0,0,2.0,0
20.684,0.3485,1.1438,0.1131,OLHOS ABERTOS,0.0,0,0.2045,0,-2.2,0.2,0,0,2.0,0
20.795,0.3468,1.1383,0.1169,OLHOS ABERTOS,0.0,0,0.2034,0,-2.1,0.1,0,0,2.0,0
20.892,0.3459,1.1352,0.1176,OLHOS ABERTOS,0.0,0,0.2022,0,-2.0,0.2,0,0,2.0,0
20.987,0.3459,1.1355,0.1198,OLHOS ABERTOS,0.0,0,0.2011,0,-2.1,0.2,0,0,2.0,0
21.083,0.346,1.1356,0.1195,OLHOS ABERTOS,0.0,0,0.2,0,-2.1,0.2,0,0,2.0,0
21.196,0.3431,1.1262,0.1215,OLHOS ABERTOS,0.0,0,0.1989,0,-2.2,0.1,0,0,2.0,0
21.292,0.3421,1.123,0.1193,OLHOS ABERTOS,0.0,0,0.1978,0,-2.3,0.1,0,0,2.0,0
21.387,0.3415,1.121,0.1179,OLHOS ABERTOS,0.0,0,0.1967,0,-2.2,0.0,0,0,2.0,0
21.484,0.3418,1.1221,0.1183,OLHOS ABERTOS,0.0,0,0.1957,0,-2.3,0.1,0,0,2.0,0
21.595,0.3433,1.1268,0.1166,OLHOS ABERTOS,0.0,0,0.1946,0,-2.2,0.1,0,0,2.0,0
21.693,0.3399,1.1156,0.1196,OLHOS ABERTOS,0.0,0,0.1935,0,-2.2,-0.0,0,0,2.0,0
21.788,0.3433,1.127,0.1139,OLHOS ABERTOS,0.0,0,0.1925,0,-2.3,-0.1,0,0,2.0,0
21.883,0.3425,1.1241,0.1128,OLHOS ABERTOS,0.0,0,0.1915,0,-2.2,-0.1,0,0,2.0,0
21.996,0.3438,1.1285,0.1118,OLHOS ABERTOS,0.0,0,0.1905,0,-2.3,0.1,0,0,2.0,0
22.092,0.3423,1.1235,0.1152,OLHOS ABERTOS,0.0,0,0.1895,0,-2.3,-0.0,0,0,2.0,0
22.188,0.3415,1.121,0.1154,OLHOS ABERTOS,0.0,0,0.1885,0,-2.3,0.2,0,0,2.0,0
22.283,0.3415,1.121,0.1155,OLHOS ABERTOS,0.0,0,0.1875,0,-2.4,0.1,0,0,2.0,0
22.396,0.3384,1.1109,0.1151,OLHOS ABERTOS,0.0,0,0.1865,0,-2.3,-0.1,0,0,2.0,0
22.493,0.3388,1.1119,0.1141,OLHOS ABERTOS,0.0,0,0.1856,0,-2.3,-0.1,0,0,2.0,0
22.601,0.3393,1.1138,0.1125,OLHOS ABERTOS,0.0,0,0.1846,0,-2.4,-0.1,0,0,2.0,0
22.691,0.2879,0.945,0.1681,OLHOS ABERTOS,0.0,0,0.1837,0,-2.4,-0.1,0,0,2.0,0
22.795,0.2771,0.9097,0.1783,OLHOS ABERTOS,0.0,0,0.1827,0,-2.2,-0.4,0,0,2.0,0
22.892,0.2666,0.875,0.1994,OLHOS ABERTOS,0.0,0,0.1818,0,-2.3,-0.7,0,0,2.0,0
22.989,0.2683,0.8806,0.1977,OLHOS ABERTOS,0.0,0,0.1809,0,-2.2,-0.7,0,0,2.0,0
23.084,0.2716,0.8915,0.1973,OLHOS ABERTOS,0.0,0,0.18,0,-2.2,-0.7,0,0,2.0,0
23.207,0.306,1.0043,0.1692,OLHOS ABERTOS,0.0,0,0.1791,0,-2.2,-0.4,0,0,2.0,0
23.295,0.3178,1.0433,0.1448,OLHOS ABERTOS,0.0,0,0.1782,0,-2.3,-0.2,0,0,2.0,0
23.393,0.3214,1.0548,0.1362,OLHOS ABERTOS,0.0,0,0.1773,0,-2.1,-0.1,0,0,2.0,0
23.487,0.3209,1.0533,0.1401,OLHOS ABERTOS,0.0,0,0.1765,0,-2.2,-0.1,0,0,2.0,0
23.596,0.265,0.87,0.2011,OLHOS ABERTOS,0.0,0,0.1756,0,-2.3,-0.5,0,0,2.0,0
23.692,0.2627,0.8622,0.2073,OLHOS ABERTOS,0.0,0,0.1748,0,-2.4,-0.8,0,0,2.0,0
23.788,0.2635,0.8649,0.2137,OLHOS ABERTOS,0.0,0,0.1739,0,-2.5,-0.9,0,0,2.0,0
23.884,0.2686,0.8817,0.2013,OLHOS ABERTOS,0.0,0,0.1731,0,-2.5,-0.9,0,0,2.0,0
23.996,0.2651,0.8701,0.2096,OLHOS ABERTOS,0.0,0,0.1722,0,-2.3,-1.1,0,0,2.0,0
24.094,0.2666,0.8751,0.2078,OLHOS ABERTOS,0.0,0,0.1714,0,-2.4,-1.0,0,0,2.0,0
24.187,0.268,0.8796,0.2051,OLHOS ABERTOS,0.0,0,0.1706,0,-2.4,-0.9,0,0,2.0,0
24.285,0.2734,0.8973,0.2087,OLHOS ABERTOS,0.0,0,0.1698,0,-2.3,-0.9,0,0,2.0,0
24.402,0.2876,0.9439,0.1895,OLHOS ABERTOS,0.0,0,0.169,0,-2.3,-0.7,0,0,2.0,0
24.505,0.2998,0.984,0.1674,OLHOS ABERTOS,0.0,0,0.1682,0,-2.3,-0.5,0,0,2.0,0
24.594,0.3039,0.9974,0.164,OLHOS ABERTOS,0.0,0,0.1674,0,-2.3,-0.5,0,0,2.0,0
24.685,0.2882,0.9458,0.1864,OLHOS ABERTOS,0.0,0,0.1667,0,-2.4,-0.6,0,0,2.0,0
24.796,0.1227,0.4028,0.5794,OLHOS FECHADOS,4.97,0,0.1705,0,-2.6,-0.6,0,0,2.0,0
24.892,0.0926,0.3038,0.6448,OLHOS FECHADOS,9.29,0,0.1743,0,-2.5,-0.2,0,0,2.0,0
24.988,0.0875,0.2872,0.6627,OLHOS FECHADOS,13.62,0,0.1781,0,-2.5,-0.2,0,0,2.0,0
