t,ear,ear_ratio,blink_blend,state,score,level,perclos,yawns,yaw_dev,pitch_dev,distracted,microsleep,blink_rate,ground_truth
8.614,0.2477,0.7588,0.2237,SEMICERRADO,21.45,0,0.1786,0,-2.1,-1.1,0,0,2.0,0
8.71,0.3018,0.9244,0.1568,OLHOS ABERTOS,19.04,0,0.1754,0,-1.9,-0.7,0,0,2.0,0
8.822,0.3068,0.9396,0.1485,OLHOS ABERTOS,16.25,0,0.1724,0,-1.9,-0.9,0,0,2.0,0
8.918,0.3202,0.9806,0.1363,OLHOS ABERTOS,13.85,0,0.1695,0,-1.9,-0.6,0,0,2.0,0
9.015,0.325,0.9953,0.1288,OLHOS ABERTOS,11.43,0,0.1667,0,-1.9,-0.6,0,0,2.0,0
9.11,0.3293,1.0086,0.1239,OLHOS ABERTOS,9.04,0,0.1639,0,-1.8,-0.5,0,0,2.0,0
9.227,0.3297,1.01,0.1207,OLHOS ABERTOS,6.13,0,0.1613,0,-1.9,-0.6,0,0,2.0,0
9.319,0.3319,1.0165,0.1189,OLHOS ABERTOS,3.81,0,0.1587,0,-1.8,-0.7,0,0,2.0,0
9.414,0.3335,1.0215,0.1174,OLHOS ABERTOS,1.43,0,0.1562,0,-1.8,-0.6,0,0,2.0,0
9.51,0.3341,1.0234,0.1168,OLHOS ABERTOS,0.0,0,0.1538,0,-1.9,-0.5,0,0,2.0,0
9.629,0.3323,1.0177,0.1183,OLHOS ABERTOS,0.0,0,0.1515,0,-1.8,-0.5,0,0,2.0,0
9.717,0.332,1.017,0.1205,OLHOS ABERTOS,0.0,0,0.1493,0,-2.0,-0.5,0,0,2.0,0
9.813,0.3345,1.0246,0.1216,OLHOS ABERTOS,0.0,0,0.1471,0,-2.0,-0.5,0,0,2.0,0
9.91,0.3325,1.0183,0.1218,OLHOS ABERTOS,0.0,0,0.1449,0,-1.9,-0.6,0,0,2.0,0
10.021,0.3334,1.0212,0.1225,OLHOS ABERTOS,0.0,0,0.1429,0,-1.9,-0.5,0,0,2.0,0
10.118,0.3292,1.0084,0.1295,OLHOS ABERTOS,0.0,0,0.1408,0,-1.9,-0.7,0,0,2.0,0
10.214,0.3326,1.0188,0.1323,OLHOS ABERTOS,0.0,0,0.1389,0,-1.8,-0.6,0,0,2.0,0
10.311,0.3309,1.0136,0.1316,OLHOS ABERTOS,0.0,0,0.137,0,-1.8,-0.8,0,0,2.0,0
10.421,0.3343,1.0241,0.1247,OLHOS ABERTOS,0.0,0,0.1351,0,-1.7,-0.2,0,0,2.0,0
10.518,0.3349,1.0257,0.12,OLHOS ABERTOS,0.0,0,0.1333,0,-1.8,-0.6,0,0,2.0,0
10.613,0.2476,0.7583,0.2485,SEMICERRADO,1.72,0,0.1447,0,-2.7,-1.2,0,0,2.0,0
10.71,0.2524,0.7729,0.2261,SEMICERRADO,3.46,0,0.1558,0,-2.5,-1.3,0,0,2.0,0
10.822,0.2853,0.8739,0.1838,OLHOS ABERTOS,0.67,0,0.1538,0,-2.3,-1.1,0,0,3.0,0
10.918,0.2993,0.9166,0.1575,OLHOS ABERTOS,0.0,0,0.1519,0,-2.2,-1.0,0,0,3.0,0
11.015,0.3114,0.9539,0.1428,OLHOS ABERTOS,0.0,0,0.15,0,-2.2,-0.9,0,0,3.0,0
11.11,0.3139,0.9614,0.1413,OLHOS ABERTOS,0.0,0,0.1481,0,-2.0,-0.9,0,0,3.0,0
11.228,0.3258,0.9979,0.1327,OLHOS ABERTOS,0.0,0,0.1463,0,-1.8,-0.2,0,0,3.0,0
11.321,0.1264,0.3871,0.5954,OLHOS FECHADOS,4.22,0,0.1566,0,-2.2,-0.7,0,0,3.0,0
11.419,0.1297,0.3973,0.5382,OLHOS FECHADOS,8.62,0,0.1667,0,-2.4,-1.2,0,0,3.0,0
11.51,0.2325,0.712,0.2351,SEMICERRADO,10.26,0,0.1765,0,-2.2,-1.3,0,0,3.0,0
11.627,0.2976,0.9114,0.1627,OLHOS ABERTOS,7.33,0,0.1744,0,-2.3,-1.0,0,0,4.0,0
11.718,0.3141,0.962,0.1344,OLHOS ABERTOS,5.06,0,0.1724,0,-2.2,-1.1,0,0,4.0,0
11.813,0.3237,0.9915,0.1319,OLHOS ABERTOS,2.68,0,0.1705,0,-2.3,-0.7,0,0,4.0,0
11.909,0.3293,1.0086,0.1219,OLHOS ABERTOS,0.29,0,0.1685,0,-2.3,-0.7,0,0,4.0,0
12.021,0.3299,1.0104,0.1245,OLHOS ABERTOS,0.0,0,0.1667,0,-2.2,-0.8,0,0,4.0,0
12.118,0.3325,1.0184,0.12,OLHOS ABERTOS,0.0,0,0.1648,0,-2.2,-0.8,0,0,4.0,0
12.213,0.3306,1.0126,0.1245,OLHOS ABERTOS,0.0,0,0.163,0,-2.3,-1.0,0,0,4.0,0
12.312,0.3374,1.0335,0.1187,OLHOS ABERTOS,0.0,0,0.1613,0,-2.3,-1.0,0,0,4.0,0
12.436,0.3345,1.0245,0.1182,OLHOS ABERTOS,0.0,0,0.1596,0,-2.2,-0.9,0,0,4.0,0
12.519,0.3188,0.9763,0.1441,OLHOS ABERTOS,0.0,0,0.1579,0,-2.1,-1.1,0,0,4.0,0
12.615,0.3189,0.9767,0.1481,OLHOS ABERTOS,0.0,0,0.1562,0,-2.0,-1.3,0,0,4.0,0
12.71,0.3202,0.9806,0.1313,OLHOS ABERTOS,0.0,0,0.1546,0,-2.0,-1.3,0,0,4.0,0
12.821,0.3218,0.9855,0.1224,OLHOS ABERTOS,0.0,0,0.1531,0,-1.9,-1.5,0,0,4.0,0
12.924,0.3249,0.9953,0.1151,OLHOS ABERTOS,0.0,0,0.1515,0,-1.9,-1.6,0,0,4.0,0
13.014,0.3241,0.9928,0.1175,OLHOS ABERTOS,0.0,0,0.15,0,-1.9,-1.7,0,0,4.0,0
13.11,0.3221,0.9865,0.1172,OLHOS ABERTOS,0.0,0,0.1485,0,-2.2,-1.9,0,0,4.0,0
13.221,0.3254,0.9967,0.1134,OLHOS ABERTOS,0.0,0,0.1471,0,-2.2,-1.9,0,0,4.0,0
13.317,0.3253,0.9963,0.1118,OLHOS ABERTOS,0.0,0,0.1456,0,-2.1,-1.7,0,0,4.0,0
13.414,0.3224,0.9876,0.1156,OLHOS ABERTOS,0.0,0,0.1442,0,-2.2,-1.8,0,0,4.0,0
13.51,0.3204,0.9814,0.1172,OLHOS ABERTOS,0.0,0,0.1429,0,-2.2,-1.9,0,0,4.0,0
13.621,0.3219,0.9858,0.1172,OLHOS ABERTOS,0.0,0,0.1415,0,-2.2,-1.8,0,0,4.0,0
13.718,0.3211,0.9835,0.1164,OLHOS ABERTOS,0.0,0,0.1402,0,-2.2,-1.9,0,0,4.0,0
13.813,0.3262,0.999,0.1166,OLHOS ABERTOS,0.0,0,0.1389,0,-2.3,-2.0,0,0,4.0,0
13.91,0.3264,0.9999,0.1304,OLHOS ABERTOS,0.0,0,0.1376,0,-2.3,-1.8,0,0,4.0,0
14.022,0.324,0.9924,0.1362,OLHOS ABERTOS,0.0,0,0.1364,0,-2.4,-1.6,0,0,4.0,0
14.117,0.3231,0.9897,0.1388,OLHOS ABERTOS,0.0,0,0.1351,0,-2.2,-1.5,0,0,4.0,0
14.215,0.3217,0.9852,0.1391,OLHOS ABERTOS,0.0,0,0.1339,0,-2.1,-1.3,0,0,4.0,0
14.309,0.3219,0.9858,0.1407,OLHOS ABERTOS,0.0,0,0.1327,0,-2.2,-1.4,0,0,4.0,0
14.421,0.3191,0.9774,0.1415,OLHOS ABERTOS,0.0,0,0.1316,0,-2.1,-1.3,0,0,4.0,0
14.518,0.3199,0.9797,0.1424,OLHOS ABERTOS,0.0,0,0.1304,0,-2.1,-1.3,0,0,4.0,0
14.613,0.3244,0.9937,0.1411,OLHOS ABERTOS,0.0,0,0.1293,0,-2.1,-1.8,0,0,4.0,0
14.711,0.3131,0.9589,0.1558,OLHOS ABERTOS,0.0,0,0.1282,0,-2.2,-2.0,0,0,4.0,0
14.822,0.3024,0.9261,0.1693,OLHOS ABERTOS,0.0,0,0.1271,0,-2.6,-2.7,0,0,4.0,0
14.918,0.2872,0.8796,0.1868,OLHOS ABERTOS,0.0,0,0.1261,0,-2.6,-2.8,0,0,4.0,0
15.014,0.2767,0.8476,0.1989,OLHOS ABERTOS,0.0,0,0.125,0,-2.8,-3.1,0,0,4.0,0
15.11,0.2704,0.8281,0.2131,OLHOS ABERTOS,0.0,0,0.124,0,-2.8,-3.5,0,0,4.0,0
15.221,0.2688,0.8233,0.2185,OLHOS ABERTOS,0.0,0,0.123,0,-3.1,-3.7,0,0,4.0,0
15.317,0.268,0.8209,0.2221,OLHOS ABERTOS,0.0,0,0.122,0,-3.3,-4.1,0,0,4.0,0
15.413,0.2714,0.8314,0.2156,OLHOS ABERTOS,0.0,0,0.121,0,-3.1,-3.6,0,0,4.0,0
15.509,0.2732,0.8369,0.2119,OLHOS ABERTOS,0.0,0,0.12,0,-3.1,-3.5,0,0,4.0,0
15.622,0.2765,0.847,0.2057,OLHOS ABERTOS,0.0,0,0.119,0,-3.2,-3.5,0,0,4.0,0
15.717,0.2789,0.8543,0.2001,OLHOS ABERTOS,0.0,0,0.1181,0,-3.2,-3.4,0,0,4.0,0
15.814,0.2826,0.8655,0.1957,OLHOS ABERTOS,0.0,0,0.1172,0,-3.3,-3.4,0,0,4.0,0
15.909,0.2858,0.8754,0.1942,OLHOS ABERTOS,0.0,0,0.1163,0,-3.2,-3.5,0,0,4.0,0
16.021,0.2914,0.8924,0.1861,OLHOS ABERTOS,0.0,0,0.1154,0,-3.1,-3.3,0,0,4.0,0
16.117,0.2966,0.9085,0.1781,OLHOS ABERTOS,0.0,0,0.1145,0,-3.0,-3.2,0,0,4.0,0
16.212,0.2974,0.9109,0.1748,OLHOS ABERTOS,0.0,0,0.1136,0,-3.0,-3.2,0,0,4.0,0
16.31,0.3021,0.9254,0.1655,OLHOS ABERTOS,0.0,0,0.1128,0,-3.0,-3.1,0,0,4.0,0
16.422,0.2996,0.9177,0.168,OLHOS ABERTOS,0.0,0,0.1119,0,-3.1,-3.0,0,0,4.0,0
16.517,0.3037,0.9303,0.1605,OLHOS ABERTOS,0.0,0,0.1111,0,-3.1,-3.1,0,0,4.0,0
16.613,0.3033,0.9289,0.1621,OLHOS ABERTOS,0.0,0,0.1103,0,-3.1,-3.1,0,0,4.0,0
16.714,0.3054,0.9354,0.1599,OLHOS ABERTOS,0.0,0,0.1095,0,-3.3,-3.1,0,0,4.0,0
16.822,0.3022,0.9257,0.1642,OLHOS ABERTOS,0.0,0,0.1087,0,-3.1,-2.9,0,0,4.0,0
16.917,0.303,0.928,0.1632,OLHOS ABERTOS,0.0,0,0.1079,0,-3.1,-3.0,0,0,4.0,0
17.013,0.3077,0.9426,0.1577,OLHOS ABERTOS,0.0,0,0.1071,0,-3.2,-2.9,0,0,4.0,0
17.11,0.3063,0.9383,0.1607,OLHOS ABERTOS,0.0,0,0.1064,0,-3.3,-2.8,0,0,4.0,0
17.222,0.3029,0.9278,0.1643,OLHOS ABERTOS,0.0,0,0.1056,0,-3.3,-2.9,0,0,4.0,0
17.318,0.3024,0.9262,0.1626,OLHOS ABERTOS,0.0,0,0.1049,0,-3.3,-2.8,0,0,4.0,0
17.412,0.2995,0.9175,0.1676,OLHOS ABERTOS,0.0,0,0.1042,0,-3.4,-3.0,0,0,4.0,0
17.509,0.2926,0.8963,0.1763,OLHOS ABERTOS,0.0,0,0.1034,0,-3.6,-3.2,0,0,4.0,0
17.628,0.2913,0.8924,0.1767,OLHOS ABERTOS,0.0,0,0.1027,0,-3.5,-3.3,0,0,4.0,0
17.718,0.2737,0.8382,0.2053,OLHOS ABERTOS,0.0,0,0.102,0,-3.5,-3.4,0,0,4.0,0
17.821,0.2638,0.8079,0.2211,OLHOS ABERTOS,0.0,0,0.1014,0,-3.6,-3.4,0,0,4.0,0
17.914,0.2609,0.7992,0.2243,OLHOS ABERTOS,0.0,0,0.1007,0,-3.5,-3.8,0,0,4.0,0
18.034,0.2537,0.777,0.2368,SEMICERRADO,2.17,0,0.1067,0,-3.5,-3.6,0,0,4.0,0
18.118,0.2522,0.7724,0.2374,SEMICERRADO,3.67,0,0.1126,0,-3.6,-3.6,0,0,4.0,0
18.216,0.2565,0.7855,0.2283,OLHOS ABERTOS,1.23,0,0.1118,0,-3.5,-3.8,0,0,5.0,0
18.311,0.2589,0.7929,0.2245,OLHOS ABERTOS,0.0,0,0.1111,0,-3.5,-3.9,0,0,5.0,0
18.423,0.2653,0.8127,0.2163,OLHOS ABERTOS,0.0,0,0.1104,0,-3.5,-3.7,0,0,5.0,0
18.519,0.276,0.8455,0.1972,OLHOS ABERTOS,0.0,0,0.1097,0,-3.5,-3.4,0,0,5.0,0
18.628,0.2829,0.8665,0.1852,OLHOS ABERTOS,0.0,0,0.109,0,-3.6,-3.3,0,0,5.0,0
18.711,0.2879,0.8818,0.1774,OLHOS ABERTOS,0.0,0,0.1083,0,-3.6,-3.3,0,0,5.0,0
18.821,0.2953,0.9043,0.1693,OLHOS ABERTOS,0.0,0,0.1076,0,-3.7,-3.3,0,0,5.0,0
18.917,0.3,0.919,0.1632,OLHOS ABERTOS,0.0,0,0.1069,0,-3.7,-3.3,0,0,5.0,0
19.023,0.3015,0.9234,0.1593,OLHOS ABERTOS,0.0,0,0.1062,0,-3.7,-3.2,0,0,5.0,0
19.11,0.2971,0.9099,0.1629,OLHOS ABERTOS,0.0,0,0.1056,0,-3.6,-3.2,0,0,5.0,0
19.222,0.2896,0.8869,0.1726,OLHOS ABERTOS,0.0,0,0.1049,0,-3.7,-3.3,0,0,5.0,0
19.317,0.2845,0.8715,0.1845,OLHOS ABERTOS,0.0,0,0.1043,0,-3.6,-3.4,0,0,5.0,0
19.416,0.2777,0.8506,0.1945,OLHOS ABERTOS,0.0,0,0.1037,0,-3.6,-3.4,0,0,5.0,0
19.511,0.2758,0.8447,0.1969,OLHOS ABERTOS,0.0,0,0.103,0,-3.6,-3.4,0,0,5.0,0
19.623,0.2704,0.8281,0.2011,OLHOS ABERTOS,0.0,0,0.1024,0,-3.7,-3.5,0,0,5.0,0
19.728,0.2684,0.8221,0.2006,OLHOS ABERTOS,0.0,0,0.1018,0,-3.7,-3.4,0,0,5.0,0
19.815,0.265,0.8115,0.207,OLHOS ABERTOS,0.0,0,0.1012,0,-3.6,-3.2,0,0,5.0,0
19.911,0.257,0.7873,0.2118,OLHOS ABERTOS,0.0,0,0.1006,0,-3.6,-3.1,0,0,5.0,0
20.027,0.1951,0.5976,0.3756,SEMICERRADO,2.08,0,0.1059,0,-3.5,-3.0,0,0,5.0,0
20.12,0.2223,0.6808,0.3123,SEMICERRADO,3.75,0,0.1111,0,-3.6,-2.9,0,0,5.0,0
20.22,0.2601,0.7967,0.2343,OLHOS ABERTOS,1.25,0,0.1105,0,-3.7,-2.6,0,0,6.0,0
20.31,0.2703,0.8278,0.2077,OLHOS ABERTOS,0.0,0,0.1098,0,-3.5,-2.5,0,0,6.0,0
20.423,0.2823,0.8648,0.1868,OLHOS ABERTOS,0.0,0,0.1092,0,-3.5,-2.5,0,0,6.0,0
20.519,0.2898,0.8877,0.1736,OLHOS ABERTOS,0.0,0,0.1086,0,-3.5,-2.4,0,0,6.0,0
20.628,0.2937,0.8996,0.1696,OLHOS ABERTOS,0.0,0,0.108,0,-3.5,-2.3,0,0,6.0,0
20.711,0.2951,0.9039,0.1713,OLHOS ABERTOS,0.0,0,0.1073,0,-3.4,-2.2,0,0,6.0,0
20.821,0.3013,0.9228,0.1655,OLHOS ABERTOS,0.0,0,0.1067,0,-3.4,-2.2,0,0,6.0,0
20.919,0.3034,0.9293,0.1629,OLHOS ABERTOS,0.0,0,0.1061,0,-3.5,-2.3,0,0,6.0,0
21.02,0.3037,0.9302,0.1614,OLHOS ABERTOS,0.0,0,0.1056,0,-3.5,-2.3,0,0,6.0,0
21.11,0.3109,0.9524,0.159,OLHOS ABERTOS,0.0,0,0.105,0,-3.5,-2.3,0,0,6.0,0
21.221,0.3055,0.9357,0.1604,OLHOS ABERTOS,0.0,0,0.1044,0,-3.7,-2.4,0,0,6.0,0
21.317,0.1307,0.4003,0.545,OLHOS FECHADOS,4.32,0,0.1093,0,-4.0,-2.9,0,0,6.0,0
21.419,0.2097,0.6424,0.2783,SEMICERRADO,6.15,0,0.1141,0,-3.7,-2.6,0,0,6.0,0
21.51,0.2692,0.8246,0.1791,OLHOS ABERTOS,3.86,0,0.1135,0,-3.6,-2.6,0,0,7.0,0
21.622,0.2987,0.915,0.1474,OLHOS ABERTOS,1.06,0,0.1129,0,-3.5,-2.4,0,0,7.0,0
21.719,0.3133,0.9597,0.1435,OLHOS ABERTOS,0.0,0,0.1123,0,-3.6,-2.3,0,0,7.0,0
21.815,0.318,0.974,0.1395,OLHOS ABERTOS,0.0,0,0.1117,0,-3.6,-2.3,0,0,7.0,0
21.913,0.3201,0.9803,0.1371,OLHOS ABERTOS,0.0,0,0.1111,0,-3.5,-2.3,0,0,7.0,0
22.026,0.3265,1.0,0.1334,OLHOS ABERTOS,0.0,0,0.1105,0,-3.5,-2.4,0,0,7.0,0
22.13,0.3269,1.0012,0.135,OLHOS ABERTOS,0.0,0,0.1099,0,-3.3,-2.2,0,0,7.0,0
22.216,0.3292,1.0082,0.1341,OLHOS ABERTOS,0.0,0,0.1094,0,-3.4,-2.2,0,0,7.0,0
22.326,0.3308,1.0133,0.134,OLHOS ABERTOS,0.0,0,0.1088,0,-3.3,-2.0,0,0,7.0,0
22.421,0.3301,1.011,0.1317,OLHOS ABERTOS,0.0,0,0.1082,0,-3.2,-2.1,0,0,7.0,0
22.518,0.3309,1.0137,0.1309,OLHOS ABERTOS,0.0,0,0.1077,0,-3.3,-1.9,0,0,7.0,0
22.613,0.3305,1.0123,0.1304,OLHOS ABERTOS,0.0,0,0.1071,0,-3.2,-2.0,0,0,7.0,0
22.727,0.3303,1.0116,0.1305,OLHOS ABERTOS,0.0,0,0.1066,0,-3.2,-1.9,0,0,7.0,0
22.821,0.3328,1.0193,0.1267,OLHOS ABERTOS,0.0,0,0.1061,0,-3.3,-1.8,0,0,7.0,0
22.918,0.3284,1.0059,0.1366,OLHOS ABERTOS,0.0,0,0.1055,0,-3.2,-1.9,0,0,7.0,0
23.014,0.3282,1.0054,0.1346,OLHOS ABERTOS,0.0,0,0.105,0,-3.3,-2.1,0,0,7.0,0
23.126,0.3267,1.0008,0.1331,OLHOS ABERTOS,0.0,0,0.1045,0,-3.5,-2.2,0,0,7.0,0
23.222,0.3097,0.9486,0.1391,OLHOS ABERTOS,0.0,0,0.104,0,-3.4,-2.4,0,0,7.0,0
23.32,0.2996,0.9178,0.1511,OLHOS ABERTOS,0.0,0,0.1034,0,-3.5,-2.5,0,0,7.0,0
23.413,0.2907,0.8904,0.1667,OLHOS ABERTOS,0.0,0,0.1029,0,-3.4,-2.8,0,0,7.0,0
23.526,0.293,0.8975,0.1676,OLHOS ABERTOS,0.0,0,0.1024,0,-3.4,-3.0,0,0,7.0,0
23.621,0.2852,0.8734,0.1737,OLHOS ABERTOS,0.0,0,0.1019,0,-3.4,-2.9,0,0,7.0,0
23.717,0.2866,0.8778,0.171,OLHOS ABERTOS,0.0,0,0.1014,0,-3.2,-2.7,0,0,7.0,0
23.814,0.2826,0.8655,0.1772,OLHOS ABERTOS,0.0,0,0.101,0,-3.3,-2.6,0,0,7.0,0
23.925,0.2811,0.8609,0.1826,OLHOS ABERTOS,0.0,0,0.1005,0,-3.3,-2.8,0,0,7.0,0
24.022,0.2785,0.853,0.1837,OLHOS ABERTOS,0.0,0,0.1,0,-3.3,-2.8,0,0,7.0,0
24.117,0.1749,0.5357,0.4878,OLHOS FECHADOS,4.31,0,0.1043,0,-3.9,-2.8,0,0,7.0,0
24.214,0.0975,0.2987,0.6533,OLHOS FECHADOS,8.67,0,0.1085,0,-3.5,-2.8,0,0,7.0,0
24.326,0.074,0.2267,0.6834,OLHOS FECHADOS,13.71,0,0.1127,0,-3.4,-2.8,0,0,7.0,0
24.421,0.0615,0.1883,0.6895,OLHOS FECHADOS,17.98,0,0.1168,0,-3.1,-2.9,0,0,7.0,0
24.517,0.0617,0.189,0.6829,OLHOS FECHADOS,22.31,0,0.1209,0,-3.5,-2.9,0,0,7.0,0
24.615,0.061,0.1868,0.6824,OLHOS FECHADOS,26.69,0,0.125,0,-3.3,-2.8,0,0,7.0,0
24.727,0.0634,0.194,0.6745,OLHOS FECHADOS,31.74,1,0.129,0,-3.2,-2.6,0,0,7.0,0
24.822,0.0634,0.194,0.6763,OLHOS FECHADOS,36.01,1,0.133,0,-3.2,-2.6,0,0,7.0,0
24.918,0.064,0.1962,0.6725,OLHOS FECHADOS,40.34,1,0.137,0,-3.3,-2.7,0,0,7.0,0
25.014,0.0641,0.1964,0.6708,OLHOS FECHADOS,44.68,1,0.1409,0,-3.4,-2.6,0,0,7.0,0
25.127,0.0598,0.1833,0.6764,OLHOS FECHADOS,49.74,1,0.1448,0,-3.4,-2.8,0,0,7.0,0
