t,ear,ear_ratio,blink_blend,state,score,level,perclos,yawns,yaw_dev,pitch_dev,distracted,microsleep,blink_rate,ground_truth
5.744,0.2088,0.7091,0.3483,SEMICERRADO,6.06,0,0.0714,0,-1.6,1.0,0,0,0.0,0
5.857,0.2591,0.8796,0.2602,OLHOS ABERTOS,3.24,0,0.069,0,-1.5,1.2,0,0,1.0,0
5.953,0.2755,0.9353,0.2255,OLHOS ABERTOS,0.84,0,0.0667,0,-1.4,1.3,0,0,1.0,0
6.049,0.2915,0.9896,0.1954,OLHOS ABERTOS,0.0,0,0.0645,0,-1.4,1.3,0,0,1.0,0
6.145,0.2989,1.0149,0.1799,OLHOS ABERTOS,0.0,0,0.0625,0,-1.4,1.3,0,0,1.0,0
6.256,0.3012,1.0225,0.173,OLHOS ABERTOS,0.0,0,0.0606,0,-1.3,1.5,0,0,1.0,0
6.352,0.3017,1.0245,0.1675,OLHOS ABERTOS,0.0,0,0.0588,0,-1.3,1.7,0,0,1.0,0
6.457,0.2909,0.9878,0.1502,OLHOS ABERTOS,0.0,0,0.0571,0,-1.2,1.4,0,0,1.0,0
6.544,0.2937,0.9973,0.1435,OLHOS ABERTOS,0.0,0,0.0556,0,-1.2,1.2,0,0,1.0,0
6.658,0.2939,0.9977,0.1384,OLHOS ABERTOS,0.0,0,0.0541,0,-1.2,1.0,0,0,1.0,0
6.751,0.2978,1.0112,0.1367,OLHOS ABERTOS,0.0,0,0.0526,0,-1.0,0.8,0,0,1.0,0
6.848,0.2996,1.0173,0.1342,OLHOS ABERTOS,0.0,0,0.0513,0,-1.1,0.8,0,0,1.0,0
6.944,0.2986,1.0139,0.1336,OLHOS ABERTOS,0.0,0,0.05,0,-1.1,0.7,0,0,1.0,0
7.055,0.2907,0.9869,0.1765,OLHOS ABERTOS,0.0,0,0.0488,0,-1.2,0.9,0,0,1.0,0
7.152,0.2914,0.9892,0.1806,OLHOS ABERTOS,0.0,0,0.0476,0,-1.2,1.0,0,0,1.0,0
7.247,0.3054,1.0367,0.1647,OLHOS ABERTOS,0.0,0,0.0465,0,-1.4,1.2,0,0,1.0,0
7.344,0.3035,1.0303,0.1678,OLHOS ABERTOS,0.0,0,0.0455,0,-1.4,1.5,0,0,1.0,0
7.456,0.3057,1.0381,0.1585,OLHOS ABERTOS,0.0,0,0.0444,0,-1.5,1.4,0,0,1.0,0
7.552,0.3057,1.038,0.1584,OLHOS ABERTOS,0.0,0,0.0435,0,-1.4,1.5,0,0,1.0,0
7.648,0.3057,1.0379,0.1607,OLHOS ABERTOS,0.0,0,0.0426,0,-1.5,1.2,0,0,1.0,0
7.744,0.3075,1.044,0.1636,OLHOS ABERTOS,0.0,0,0.0417,0,-1.6,1.1,0,0,1.0,0
7.855,0.3039,1.0318,0.1674,OLHOS ABERTOS,0.0,0,0.0408,0,-1.6,1.1,0,0,1.0,0
7.954,0.2974,1.0098,0.1736,OLHOS ABERTOS,0.0,0,0.04,0,-1.6,0.8,0,0,1.0,0
8.048,0.2994,1.0165,0.1622,OLHOS ABERTOS,0.0,0,0.0392,0,-1.6,0.7,0,0,1.0,0
8.144,0.2975,1.0101,0.1525,OLHOS ABERTOS,0.0,0,0.0385,0,-1.7,0.2,0,0,1.0,0
8.268,0.2968,1.0077,0.1431,OLHOS ABERTOS,0.0,0,0.0377,0,-1.8,-0.3,0,0,1.0,0
8.353,0.29,0.9847,0.1433,OLHOS ABERTOS,0.0,0,0.037,0,-1.6,-0.3,0,0,1.0,0
8.46,0.2899,0.9844,0.1424,OLHOS ABERTOS,0.0,0,0.0364,0,-1.6,-0.7,0,0,1.0,0
8.548,0.2916,0.99,0.1391,OLHOS ABERTOS,0.0,0,0.0357,0,-1.6,-0.7,0,0,1.0,0
8.657,0.2924,0.9928,0.1395,OLHOS ABERTOS,0.0,0,0.0351,0,-1.5,-0.6,0,0,1.0,0
8.754,0.293,0.9949,0.1384,OLHOS ABERTOS,0.0,0,0.0345,0,-1.5,-0.5,0,0,1.0,0
8.848,0.292,0.9913,0.1406,OLHOS ABERTOS,0.0,0,0.0339,0,-1.5,-0.5,0,0,1.0,0
8.943,0.292,0.9914,0.1424,OLHOS ABERTOS,0.0,0,0.0333,0,-1.5,-0.5,0,0,1.0,0
9.055,0.2832,0.9616,0.1579,OLHOS ABERTOS,0.0,0,0.0328,0,-1.5,-0.8,0,0,1.0,0
9.152,0.2833,0.9618,0.1534,OLHOS ABERTOS,0.0,0,0.0323,0,-1.4,-0.8,0,0,1.0,0
9.251,0.2848,0.9671,0.1553,OLHOS ABERTOS,0.0,0,0.0317,0,-1.4,-0.9,0,0,1.0,0
9.344,0.2839,0.964,0.155,OLHOS ABERTOS,0.0,0,0.0312,0,-1.4,-0.9,0,0,1.0,0
9.456,0.2863,0.972,0.1498,OLHOS ABERTOS,0.0,0,0.0308,0,-1.3,-0.7,0,0,1.0,0
9.558,0.2825,0.959,0.1595,OLHOS ABERTOS,0.0,0,0.0303,0,-1.2,-0.7,0,0,1.0,0
9.654,0.2812,0.9548,0.1634,OLHOS ABERTOS,0.0,0,0.0299,0,-1.2,-0.7,0,0,1.0,0
9.746,0.2818,0.9569,0.1651,OLHOS ABERTOS,0.0,0,0.0294,0,-1.2,-0.7,0,0,1.0,0
9.855,0.2809,0.9536,0.1657,OLHOS ABERTOS,0.0,0,0.029,0,-1.3,-0.7,0,0,1.0,0
9.952,0.2814,0.9556,0.1675,OLHOS ABERTOS,0.0,0,0.0286,0,-1.5,-0.7,0,0,1.0,0
10.054,0.2811,0.9543,0.1718,OLHOS ABERTOS,0.0,0,0.0282,0,-1.5,-0.7,0,0,1.0,0
10.147,0.276,0.9369,0.1806,OLHOS ABERTOS,0.0,0,0.0278,0,-1.3,-0.6,0,0,1.0,0
10.256,0.2781,0.9441,0.1807,OLHOS ABERTOS,0.0,0,0.0274,0,-1.3,-0.6,0,0,1.0,0
10.352,0.2777,0.9429,0.1814,OLHOS ABERTOS,0.0,0,0.027,0,-1.3,-0.5,0,0,1.0,0
10.449,0.2779,0.9436,0.1804,OLHOS ABERTOS,0.0,0,0.0267,0,-1.2,-0.4,0,0,1.0,0
10.544,0.2781,0.9444,0.1788,OLHOS ABERTOS,0.0,0,0.0263,0,-1.0,-0.4,0,0,1.0,0
10.656,0.2783,0.945,0.1812,OLHOS ABERTOS,0.0,0,0.026,0,-1.0,-0.3,0,0,1.0,0
10.752,0.2791,0.9476,0.1783,OLHOS ABERTOS,0.0,0,0.0256,0,-1.0,-0.1,0,0,1.0,0
10.849,0.2774,0.9419,0.1791,OLHOS ABERTOS,0.0,0,0.0253,0,-1.0,-0.1,0,0,1.0,0
10.944,0.2751,0.9341,0.1832,OLHOS ABERTOS,0.0,0,0.025,0,-1.0,0.1,0,0,1.0,0
11.056,0.2726,0.9255,0.1905,OLHOS ABERTOS,0.0,0,0.0247,0,-1.0,0.1,0,0,1.0,0
11.152,0.2758,0.9365,0.1808,OLHOS ABERTOS,0.0,0,0.0244,0,-1.1,0.0,0,0,1.0,0
11.247,0.2753,0.9347,0.1853,OLHOS ABERTOS,0.0,0,0.0241,0,-1.1,0.2,0,0,1.0,0
11.343,0.2791,0.9477,0.177,OLHOS ABERTOS,0.0,0,0.0238,0,-1.0,0.3,0,0,1.0,0
11.456,0.2766,0.9392,0.1815,OLHOS ABERTOS,0.0,0,0.0235,0,-1.0,0.2,0,0,1.0,0
11.551,0.2749,0.9334,0.1849,OLHOS ABERTOS,0.0,0,0.0233,0,-1.1,0.2,0,0,1.0,0
11.65,0.2753,0.9348,0.182,OLHOS ABERTOS,0.0,0,0.023,0,-1.2,0.3,0,0,1.0,0
11.743,0.2718,0.9229,0.1919,OLHOS ABERTOS,0.0,0,0.0227,0,-1.1,0.4,0,0,1.0,0
11.856,0.27,0.9168,0.194,OLHOS ABERTOS,0.0,0,0.0225,0,-1.2,0.3,0,0,1.0,0
11.953,0.27,0.9166,0.1983,OLHOS ABERTOS,0.0,0,0.0222,0,-1.3,0.4,0,0,1.0,0
12.052,0.2667,0.9054,0.1983,OLHOS ABERTOS,0.0,0,0.022,0,-1.2,0.4,0,0,1.0,0
12.146,0.2674,0.9079,0.1924,OLHOS ABERTOS,0.0,0,0.0217,0,-1.1,0.4,0,0,1.0,0
12.26,0.2682,0.9105,0.1911,OLHOS ABERTOS,0.0,0,0.0215,0,-1.0,0.4,0,0,1.0,0
12.354,0.2683,0.911,0.19,OLHOS ABERTOS,0.0,0,0.0213,0,-1.0,0.4,0,0,1.0,0
12.451,0.2689,0.9129,0.188,OLHOS ABERTOS,0.0,0,0.0211,0,-1.0,0.3,0,0,1.0,0
12.551,0.2687,0.9123,0.1854,OLHOS ABERTOS,0.0,0,0.0208,0,-1.0,0.3,0,0,1.0,0
12.658,0.2692,0.914,0.1852,OLHOS ABERTOS,0.0,0,0.0206,0,-1.1,0.3,0,0,1.0,0
12.754,0.2675,0.9081,0.19,OLHOS ABERTOS,0.0,0,0.0204,0,-1.0,0.2,0,0,1.0,0
12.849,0.2688,0.9126,0.1871,OLHOS ABERTOS,0.0,0,0.0202,0,-1.0,0.2,0,0,1.0,0
12.944,0.2706,0.9189,0.1822,OLHOS ABERTOS,0.0,0,0.02,0,-1.0,0.2,0,0,1.0,0
13.057,0.0845,0.2869,0.673,OLHOS FECHADOS,5.09,0,0.0297,0,-1.5,-0.1,0,0,1.0,0
13.151,0.086,0.292,0.6525,OLHOS FECHADOS,9.32,0,0.0392,0,-1.5,0.2,0,0,1.0,0
13.247,0.1593,0.5407,0.4433,OLHOS FECHADOS,13.67,0,0.0485,0,-1.3,0.2,0,0,1.0,0
13.343,0.2056,0.6981,0.2897,SEMICERRADO,15.4,0,0.0577,0,-1.1,0.2,0,0,1.0,0
13.457,0.2277,0.773,0.2414,SEMICERRADO,17.45,0,0.0667,0,-1.0,0.3,0,0,1.0,0
13.552,0.2451,0.8323,0.2205,OLHOS ABERTOS,15.07,0,0.066,0,-1.1,0.2,0,0,1.0,0
13.647,0.2538,0.8616,0.2146,OLHOS ABERTOS,12.71,0,0.0654,0,-1.1,0.4,0,0,1.0,0
13.744,0.2791,0.9475,0.1902,OLHOS ABERTOS,10.28,0,0.0648,0,-1.3,0.9,0,0,1.0,0
13.855,0.287,0.9743,0.1753,OLHOS ABERTOS,7.5,0,0.0642,0,-1.4,1.0,0,0,1.0,0
13.951,0.2952,1.0022,0.1649,OLHOS ABERTOS,5.11,0,0.0636,0,-1.6,1.5,0,0,1.0,0
14.049,0.2933,0.9958,0.1693,OLHOS ABERTOS,2.66,0,0.0631,0,-1.6,1.7,0,0,1.0,0
14.149,0.294,0.9981,0.1665,OLHOS ABERTOS,0.17,0,0.0625,0,-1.6,1.7,0,0,1.0,0
14.256,0.293,0.9949,0.169,OLHOS ABERTOS,0.0,0,0.0619,0,-1.6,1.7,0,0,1.0,0
14.352,0.2944,0.9995,0.1588,OLHOS ABERTOS,0.0,0,0.0614,0,-1.6,1.7,0,0,1.0,0
14.447,0.2964,1.0065,0.147,OLHOS ABERTOS,0.0,0,0.0609,0,-1.7,1.6,0,0,1.0,0
14.544,0.298,1.0119,0.1405,OLHOS ABERTOS,0.0,0,0.0603,0,-1.6,1.9,0,0,1.0,0
14.655,0.2987,1.0142,0.1406,OLHOS ABERTOS,0.0,0,0.0598,0,-1.6,1.9,0,0,1.0,0
14.751,0.2996,1.0171,0.1447,OLHOS ABERTOS,0.0,0,0.0593,0,-1.7,1.9,0,0,1.0,0
14.848,0.2988,1.0143,0.1482,OLHOS ABERTOS,0.0,0,0.0588,0,-1.7,1.7,0,0,1.0,0
14.943,0.2993,1.0162,0.1507,OLHOS ABERTOS,0.0,0,0.0583,0,-1.5,2.1,0,0,1.0,0
15.055,0.3005,1.0204,0.155,OLHOS ABERTOS,0.0,0,0.0579,0,-1.4,2.0,0,0,1.0,0
15.152,0.2998,1.0179,0.1564,OLHOS ABERTOS,0.0,0,0.0574,0,-1.4,2.0,0,0,1.0,0
15.248,0.2984,1.013,0.1488,OLHOS ABERTOS,0.0,0,0.0569,0,-1.4,2.0,0,0,1.0,0
15.345,0.2989,1.0149,0.148,OLHOS ABERTOS,0.0,0,0.0565,0,-1.3,2.0,0,0,1.0,0
15.457,0.2982,1.0126,0.1444,OLHOS ABERTOS,0.0,0,0.056,0,-1.3,1.9,0,0,1.0,0
15.551,0.3039,1.0319,0.135,OLHOS ABERTOS,0.0,0,0.0556,0,-1.3,1.9,0,0,1.0,0
15.648,0.3057,1.0381,0.1318,OLHOS ABERTOS,0.0,0,0.0551,0,-1.4,1.8,0,0,1.0,0
15.743,0.3074,1.0438,0.1275,OLHOS ABERTOS,0.0,0,0.0547,0,-1.3,1.8,0,0,1.0,0
15.856,0.3077,1.0447,0.126,OLHOS ABERTOS,0.0,0,0.0543,0,-1.3,1.9,0,0,1.0,0
15.952,0.3091,1.0495,0.1252,OLHOS ABERTOS,0.0,0,0.0538,0,-1.3,1.8,0,0,1.0,0
16.047,0.3054,1.0368,0.1357,OLHOS ABERTOS,0.0,0,0.0534,0,-1.3,1.8,0,0,1.0,0
16.143,0.3045,1.0337,0.1353,OLHOS ABERTOS,0.0,0,0.053,0,-1.3,1.8,0,0,1.0,0
16.256,0.3009,1.0216,0.1417,OLHOS ABERTOS,0.0,0,0.0526,0,-1.3,1.9,0,0,1.0,0
16.351,0.2981,1.012,0.1502,OLHOS ABERTOS,0.0,0,0.0522,0,-1.4,1.7,0,0,1.0,0
16.45,0.2959,1.0048,0.1574,OLHOS ABERTOS,0.0,0,0.0519,0,-1.4,1.8,0,0,1.0,0
16.543,0.295,1.0016,0.1603,OLHOS ABERTOS,0.0,0,0.0515,0,-1.2,1.9,0,0,1.0,0
16.655,0.2942,0.999,0.1629,OLHOS ABERTOS,0.0,0,0.0511,0,-1.2,2.0,0,0,1.0,0
16.751,0.2969,1.0079,0.1625,OLHOS ABERTOS,0.0,0,0.0507,0,-1.2,2.1,0,0,1.0,0
16.847,0.2947,1.0007,0.1641,OLHOS ABERTOS,0.0,0,0.0504,0,-1.2,2.1,0,0,1.0,0
16.944,0.2938,0.9977,0.1644,OLHOS ABERTOS,0.0,0,0.05,0,-1.2,2.2,0,0,1.0,0
17.055,0.2932,0.9956,0.1675,OLHOS ABERTOS,0.0,0,0.0496,0,-1.3,2.1,0,0,1.0,0
17.152,0.2936,0.997,0.1676,OLHOS ABERTOS,0.0,0,0.0493,0,-1.4,2.2,0,0,1.0,0
17.249,0.293,0.9947,0.1662,OLHOS ABERTOS,0.0,0,0.049,0,-1.4,2.1,0,0,1.0,0
17.344,0.2928,0.994,0.1642,OLHOS ABERTOS,0.0,0,0.0486,0,-1.5,2.1,0,0,1.0,0
17.455,0.293,0.9947,0.1642,OLHOS ABERTOS,0.0,0,0.0483,0,-1.3,2.4,0,0,1.0,0
17.553,0.2943,0.9991,0.1649,OLHOS ABERTOS,0.0,0,0.0479,0,-1.5,2.2,0,0,1.0,0
17.648,0.2914,0.9894,0.1644,OLHOS ABERTOS,0.0,0,0.0476,0,-1.5,2.1,0,0,1.0,0
17.744,0.2942,0.999,0.1682,OLHOS ABERTOS,0.0,0,0.0473,0,-1.7,2.1,0,0,1.0,0
17.857,0.2922,0.9921,0.1695,OLHOS ABERTOS,0.0,0,0.047,0,-1.6,2.2,0,0,1.0,0
17.95,0.293,0.9947,0.1717,OLHOS ABERTOS,0.0,0,0.0467,0,-1.7,2.2,0,0,1.0,0
18.047,0.292,0.9916,0.1713,OLHOS ABERTOS,0.0,0,0.0464,0,-1.7,2.1,0,0,1.0,0
18.143,0.2918,0.9907,0.1684,OLHOS ABERTOS,0.0,0,0.0461,0,-1.7,2.1,0,0,1.0,0
18.255,0.2932,0.9954,0.1679,OLHOS ABERTOS,0.0,0,0.0458,0,-1.7,2.1,0,0,1.0,0
18.352,0.2932,0.9953,0.1651,OLHOS ABERTOS,0.0,0,0.0455,0,-1.6,2.3,0,0,1.0,0
18.447,0.2928,0.9941,0.1662,OLHOS ABERTOS,0.0,0,0.0452,0,-1.5,2.3,0,0,1.0,0
18.547,0.2896,0.9833,0.1509,OLHOS ABERTOS,0.0,0,0.0449,0,-1.5,1.7,0,0,1.0,0
18.656,0.2791,0.9478,0.1703,OLHOS ABERTOS,0.0,0,0.0446,0,-1.4,1.5,0,0,1.0,0
18.751,0.2704,0.918,0.1792,OLHOS ABERTOS,0.0,0,0.0443,0,-1.3,1.1,0,0,1.0,0
18.848,0.273,0.9268,0.1728,OLHOS ABERTOS,0.0,0,0.044,0,-1.3,1.1,0,0,1.0,0
18.945,0.2737,0.9294,0.1708,OLHOS ABERTOS,0.0,0,0.0437,0,-1.1,1.1,0,0,1.0,0
19.055,0.2733,0.9279,0.1732,OLHOS ABERTOS,0.0,0,0.0435,0,-1.1,1.2,0,0,1.0,0
19.153,0.2642,0.8969,0.189,OLHOS ABERTOS,0.0,0,0.0432,0,-1.1,1.1,0,0,1.0,0
19.247,0.0901,0.3057,0.6614,OLHOS FECHADOS,4.22,0,0.0491,0,-1.4,1.4,0,0,1.0,0
19.344,0.1038,0.3523,0.5953,OLHOS FECHADOS,8.58,0,0.0549,0,-1.5,1.2,0,0,1.0,0
19.456,0.1617,0.5492,0.4073,OLHOS FECHADOS,13.61,0,0.0606,0,-1.2,1.1,0,0,1.0,0
19.551,0.2083,0.7072,0.2798,SEMICERRADO,15.33,0,0.0663,0,-1.2,0.8,0,0,1.0,0
19.648,0.2402,0.8155,0.2124,OLHOS ABERTOS,12.92,0,0.0659,0,-1.1,0.4,0,0,1.0,0
19.743,0.2533,0.8599,0.1942,OLHOS ABERTOS,10.53,0,0.0655,0,-1.1,0.4,0,0,1.0,0
19.855,0.273,0.9268,0.1874,OLHOS ABERTOS,7.73,0,0.0651,0,-1.4,0.9,0,0,1.0,0
19.952,0.3022,1.0261,0.1464,OLHOS ABERTOS,5.32,0,0.0647,0,-1.6,1.3,0,0,1.0,0
20.048,0.3102,1.0531,0.1305,OLHOS ABERTOS,2.92,0,0.0643,0,-1.5,1.6,0,0,1.0,0
20.145,0.3063,1.04,0.1335,OLHOS ABERTOS,0.5,0,0.064,0,-1.5,1.7,0,0,1.0,0
20.256,0.3048,1.0349,0.1299,OLHOS ABERTOS,0.0,0,0.0636,0,-1.6,1.8,0,0,1.0,0
20.364,0.3047,1.0346,0.1273,OLHOS ABERTOS,0.0,0,0.0632,0,-1.5,2.0,0,0,1.0,0
20.45,0.306,1.039,0.1278,OLHOS ABERTOS,0.0,0,0.0629,0,-1.6,1.9,0,0,1.0,0
20.551,0.3067,1.0414,0.1253,OLHOS ABERTOS,0.0,0,0.0625,0,-1.8,1.6,0,0,1.0,0
20.655,0.2979,1.0115,0.131,OLHOS ABERTOS,0.0,0,0.0621,0,-1.8,1.6,0,0,1.0,0
20.752,0.2781,0.9443,0.1529,OLHOS ABERTOS,0.0,0,0.0618,0,-1.6,1.2,0,0,1.0,0
20.85,0.2834,0.9621,0.1474,OLHOS ABERTOS,0.0,0,0.0615,0,-1.6,1.0,0,0,1.0,0
20.943,0.2853,0.9688,0.1488,OLHOS ABERTOS,0.0,0,0.0611,0,-1.6,0.9,0,0,1.0,0
21.057,0.2825,0.9592,0.1571,OLHOS ABERTOS,0.0,0,0.0608,0,-1.7,0.7,0,0,1.0,0
21.154,0.2829,0.9604,0.1568,OLHOS ABERTOS,0.0,0,0.0604,0,-1.6,0.8,0,0,1.0,0
21.261,0.2838,0.9637,0.158,OLHOS ABERTOS,0.0,0,0.0601,0,-1.5,0.8,0,0,1.0,0
21.356,0.2827,0.9598,0.1601,OLHOS ABERTOS,0.0,0,0.0598,0,-1.5,0.8,0,0,1.0,0
21.455,0.2631,0.8933,0.2011,OLHOS ABERTOS,0.0,0,0.0595,0,-1.6,0.6,0,0,1.0,0
21.551,0.2274,0.7721,0.2768,SEMICERRADO,1.74,0,0.0645,0,-1.5,0.5,0,0,1.0,0
21.647,0.2116,0.7184,0.3209,SEMICERRADO,3.47,0,0.0695,0,-1.5,0.4,0,0,1.0,0
21.743,0.1262,0.4283,0.576,OLHOS FECHADOS,7.77,0,0.0745,0,-1.5,0.2,0,0,1.0,0
21.856,0.1095,0.3719,0.6162,OLHOS FECHADOS,12.84,0,0.0794,0,-1.7,-0.3,0,0,1.0,0
21.951,0.0937,0.3181,0.6386,OLHOS FECHADOS,17.15,0,0.0842,0,-1.8,-0.5,0,0,1.0,0
22.047,0.0857,0.2911,0.677,OLHOS FECHADOS,21.46,0,0.089,0,-1.9,-0.7,0,0,1.0,0
22.144,0.085,0.2886,0.674,OLHOS FECHADOS,25.81,0,0.0938,0,-1.8,-1.0,0,0,1.0,0
22.255,0.0852,0.2893,0.6697,OLHOS FECHADOS,30.8,1,0.0984,0,-1.9,-1.3,0,0,1.0,0
22.352,0.0833,0.2828,0.6752,OLHOS FECHADOS,35.17,1,0.1031,0,-2.1,-1.6,0,0,1.0,0
22.447,0.0755,0.2562,0.6739,OLHOS FECHADOS,39.47,1,0.1077,0,-2.0,-1.5,0,0,1.0,0
22.545,0.0728,0.2472,0.6668,OLHOS FECHADOS,43.87,1,0.1122,0,-2.1,-1.8,0,0,1.0,0
22.657,0.0792,0.2689,0.6574,OLHOS FECHADOS,48.91,1,0.1168,0,-2.1,-2.1,0,0,1.0,0
22.763,0.0971,0.3298,0.6176,OLHOS FECHADOS,53.65,1,0.1212,0,-2.2,-2.5,0,0,1.0,0
22.854,0.0912,0.3098,0.6442,OLHOS FECHADOS,57.79,1,0.1256,0,-2.5,-3.1,0,0,1.0,0
22.944,0.0948,0.3219,0.6104,OLHOS FECHADOS,61.82,2,0.13,0,-2.4,-2.7,0,0,1.0,0
23.057,0.1089,0.3698,0.564,OLHOS FECHADOS,66.88,2,0.1343,0,-2.3,-2.4,0,0,1.0,0
23.162,0.1076,0.3653,0.5826,OLHOS FECHADOS,71.61,2,0.1386,0,-2.4,-3.5,0,0,1.0,0
23.25,0.1039,0.3528,0.589,OLHOS FECHADOS,75.57,2,0.1429,0,-2.7,-4.9,0,0,1.0,0
23.345,0.1072,0.364,0.5711,OLHOS FECHADOS,79.85,2,0.1471,0,-2.9,-6.1,0,0,1.0,0
23.461,0.1059,0.3595,0.5847,OLHOS FECHADOS,85.09,3,0.1512,0,-3.1,-7.1,0,0,1.0,0
23.551,0.109,0.3701,0.5828,OLHOS FECHADOS,89.14,3,0.1553,0,-2.9,-7.3,0,0,1.0,0
23.649,0.1074,0.3647,0.584,OLHOS FECHADOS,93.56,3,0.1594,0,-2.9,-7.5,0,1,1.0,0
23.745,0.1142,0.3876,0.5612,OLHOS FECHADOS,97.84,3,0.1635,0,-2.9,-7.5,0,1,1.0,0
23.856,0.1155,0.392,0.5481,OLHOS FECHADOS,100.0,3,0.1675,0,-2.9,-7.4,0,1,1.0,0
23.964,0.1159,0.3934,0.5514,OLHOS FECHADOS,100.0,3,0.1714,0,-2.9,-7.4,0,1,1.0,0
24.048,0.116,0.3937,0.5553,OLHOS FECHADOS,100.0,3,0.1754,0,-2.9,-7.4,0,1,1.0,0
24.144,0.1159,0.3936,0.5554,OLHOS FECHADOS,100.0,3,0.1792,0,-2.8,-7.2,0,1,1.0,0
24.255,0.1222,0.4148,0.5287,OLHOS FECHADOS,100.0,3,0.1831,0,-2.8,-7.2,0,1,1.0,0
24.358,0.1261,0.4282,0.5223,OLHOS FECHADOS,100.0,3,0.1869,0,-2.8,-7.2,0,1,1.0,0
24.45,0.1251,0.4246,0.5274,OLHOS FECHADOS,100.0,3,0.1907,0,-2.8,-7.2,0,1,1.0,0
24.546,0.1199,0.4072,0.5442,OLHOS FECHADOS,100.0,3,0.1944,0,-2.8,-7.1,0,1,1.0,0
24.656,0.1167,0.3961,0.5463,OLHOS FECHADOS,100.0,3,0.1982,0,-2.9,-7.2,0,1,1.0,0
24.752,0.1175,0.399,0.5446,OLHOS FECHADOS,100.0,3,0.2018,0,-2.9,-7.0,0,1,1.0,1
24.848,0.1179,0.4002,0.5464,OLHOS FECHADOS,100.0,3,0.2055,0,-2.8,-7.1,0,1,1.0,1
24.944,0.1183,0.4017,0.543,OLHOS FECHADOS,100.0,3,0.2091,0,-2.9,-7.1,0,1,1.0,1
25.056,0.1175,0.399,0.5467,OLHOS FECHADOS,100.0,3,0.2127,0,-2.8,-7.1,0,1,1.0,1
25.152,0.1169,0.3968,0.5491,OLHOS FECHADOS,100.0,3,0.2162,0,-3.0,-7.0,0,1,1.0,1
25.249,0.1138,0.3865,0.5533,OLHOS FECHADOS,100.0,3,0.2197,0,-3.1,-7.2,0,1,1.0,1
25.344,0.1198,0.4068,0.5387,OLHOS FECHADOS,100.0,3,0.2232,0,-3.2,-7.0,0,1,1.0,1
25.455,0.1193,0.405,0.5367,OLHOS FECHADOS,100.0,3,0.2267,0,-3.1,-7.0,0,1,1.0,1
25.552,0.1153,0.3915,0.5462,OLHOS FECHADOS,100.0,3,0.2301,0,-3.1,-7.0,0,1,1.0,1
25.647,0.1166,0.3959,0.5454,OLHOS FECHADOS,100.0,3,0.2335,0,-3.0,-6.8,0,1,1.0,1
25.745,0.1175,0.3989,0.5416,OLHOS FECHADOS,100.0,3,0.2368,0,-3.0,-6.7,0,1,1.0,1
25.855,0.1176,0.3994,0.5396,OLHOS FECHADOS,100.0,3,0.2402,0,-3.0,-6.8,0,1,1.0,1
25.952,0.0962,0.3267,0.6175,OLHOS FECHADOS,100.0,3,0.2435,0,-3.0,-6.7,0,1,1.0,1
26.048,0.0873,0.2963,0.637,OLHOS FECHADOS,100.0,3,0.2468,0,-3.1,-6.8,0,1,1.0,1
